"filename", "language", "JavaScript", "Vue", "SCSS", "YAML", "XML", "CSS", "Markdown", "JSON", "Handlebars", "HTML", "JSON with Comments", "Docker", "comment", "blank", "total"
"e:\weichang\iot-web\src\layout\components\Sidebar\Item.vue", "Vue", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"e:\weichang\iot-web\src\layout\components\Sidebar\Link.vue", "Vue", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"e:\weichang\iot-web\src\layout\components\Sidebar\Logo.vue", "Vue", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 83
"e:\weichang\iot-web\src\layout\components\Sidebar\SidebarItem.vue", "Vue", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 99
"e:\weichang\iot-web\src\layout\components\Sidebar\index.vue", "Vue", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 55
"e:\weichang\iot-web\src\layout\components\TagsView\ScrollPane.vue", "Vue", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 95
"e:\weichang\iot-web\src\layout\components\TagsView\index.vue", "Vue", 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 295
"e:\weichang\iot-web\src\layout\components\index.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\weichang\iot-web\src\layout\index.vue", "Vue", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 103
"e:\weichang\iot-web\src\layout\mixin\ResizeHandler.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 46
"e:\weichang\iot-web\src\main.js", "JavaScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 15, 62
"e:\weichang\iot-web\src\permission.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 78
"e:\weichang\iot-web\src\router\index.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 14, 147
"e:\weichang\iot-web\src\router\modules\charts.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 37
"e:\weichang\iot-web\src\router\modules\components.js", "JavaScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 103
"e:\weichang\iot-web\src\router\modules\nested.js", "JavaScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 67
"e:\weichang\iot-web\src\router\modules\system.js", "JavaScript", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 76
"e:\weichang\iot-web\src\router\modules\table.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 37
"e:\weichang\iot-web\src\settings.js", "JavaScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 7, 43
"e:\weichang\iot-web\src\store\getters.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"e:\weichang\iot-web\src\store\index.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 26
"e:\weichang\iot-web\src\store\modules\app.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 66
"e:\weichang\iot-web\src\store\modules\errorLog.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"e:\weichang\iot-web\src\store\modules\permission.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 70
"e:\weichang\iot-web\src\store\modules\settings.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 37
"e:\weichang\iot-web\src\store\modules\tagsView.js", "JavaScript", 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 161
"e:\weichang\iot-web\src\store\modules\user.js", "JavaScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 140
"e:\weichang\iot-web\src\styles\btn.scss", "SCSS", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 100
"e:\weichang\iot-web\src\styles\element-ui.scss", "SCSS", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15, 85
"e:\weichang\iot-web\src\styles\element-variables.scss", "SCSS", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 34
"e:\weichang\iot-web\src\styles\index.scss", "SCSS", 0, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 36, 192
"e:\weichang\iot-web\src\styles\mixin.scss", "SCSS", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 67
"e:\weichang\iot-web\src\styles\sidebar.scss", "SCSS", 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41, 227
"e:\weichang\iot-web\src\styles\transition.scss", "SCSS", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 49
"e:\weichang\iot-web\src\styles\variables.scss", "SCSS", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 36
"e:\weichang\iot-web\src\utils\auth.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"e:\weichang\iot-web\src\utils\clipboard.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"e:\weichang\iot-web\src\utils\error-log.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 36
"e:\weichang\iot-web\src\utils\eventBus.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"e:\weichang\iot-web\src\utils\get-page-title.js", "JavaScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"e:\weichang\iot-web\src\utils\i18n.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 13
"e:\weichang\iot-web\src\utils\index.js", "JavaScript", 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 28, 360
"e:\weichang\iot-web\src\utils\myWebSocket.js", "JavaScript", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 129
"e:\weichang\iot-web\src\utils\open-window.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 5, 26
"e:\weichang\iot-web\src\utils\permission.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 22
"e:\weichang\iot-web\src\utils\request.js", "JavaScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 9, 113
"e:\weichang\iot-web\src\utils\scroll-to.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 59
"e:\weichang\iot-web\src\utils\strUtil.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 8
"e:\weichang\iot-web\src\utils\validate.js", "JavaScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 10, 88
"e:\weichang\iot-web\src\views\dashboard\admin\components\BarChart.vue", "Vue", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 103
"e:\weichang\iot-web\src\views\dashboard\admin\components\BoxCard.vue", "Vue", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 119
"e:\weichang\iot-web\src\views\dashboard\admin\components\LineChartMessage.vue", "Vue", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 117
"e:\weichang\iot-web\src\views\dashboard\admin\components\PanelGroup.vue", "Vue", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 207
"e:\weichang\iot-web\src\views\dashboard\admin\components\PieChart.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 80
"e:\weichang\iot-web\src\views\dashboard\admin\components\RaddarChart.vue", "Vue", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 117
"e:\weichang\iot-web\src\views\dashboard\admin\components\TodoList\Todo.vue", "Vue", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 82
"e:\weichang\iot-web\src\views\dashboard\admin\components\TodoList\index.scss", "SCSS", 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 321
"e:\weichang\iot-web\src\views\dashboard\admin\components\TodoList\index.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 128
"e:\weichang\iot-web\src\views\dashboard\admin\components\TransactionTable.vue", "Vue", 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 210
"e:\weichang\iot-web\src\views\dashboard\admin\components\mixins\resize.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 65
"e:\weichang\iot-web\src\views\dashboard\admin\index.vue", "Vue", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 225
"e:\weichang\iot-web\src\views\dashboard\editor\index.vue", "Vue", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 75
"e:\weichang\iot-web\src\views\dashboard\index.vue", "Vue", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"e:\weichang\iot-web\src\views\error-page\401.vue", "Vue", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 100
"e:\weichang\iot-web\src\views\error-page\404.vue", "Vue", 0, 225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 229
"e:\weichang\iot-web\src\views\icons\element-icons.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"e:\weichang\iot-web\src\views\icons\index.vue", "Vue", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 102
"e:\weichang\iot-web\src\views\icons\svg-icons.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"e:\weichang\iot-web\src\views\login\auth-redirect.vue", "Vue", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"e:\weichang\iot-web\src\views\login\components\SocialSignin.vue", "Vue", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 73
"e:\weichang\iot-web\src\views\login\index.vue", "Vue", 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 30, 350
"e:\weichang\iot-web\src\views\permission\components\SwitchRoles.vue", "Vue", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"e:\weichang\iot-web\src\views\permission\directive.vue", "Vue", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 112
"e:\weichang\iot-web\src\views\permission\page.vue", "Vue", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"e:\weichang\iot-web\src\views\permission\role.vue", "Vue", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 23, 282
"e:\weichang\iot-web\src\views\profile\components\Account.vue", "Vue", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"e:\weichang\iot-web\src\views\profile\components\Activity.vue", "Vue", 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 186
"e:\weichang\iot-web\src\views\profile\components\Timeline.vue", "Vue", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 44
"e:\weichang\iot-web\src\views\profile\components\UserCard.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 135
"e:\weichang\iot-web\src\views\profile\index.vue", "Vue", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 69
"e:\weichang\iot-web\src\views\redirect\index.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"e:\weichang\iot-web\src\views\system\sys-cost\components\sys-cost.vue", "Vue", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 199
"e:\weichang\iot-web\src\views\system\sys-cost\sys-cost-list.vue", "Vue", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 161
"e:\weichang\iot-web\src\views\system\sys-department\components\sys-department.vue", "Vue", 0, 282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 15, 319
"e:\weichang\iot-web\src\views\system\sys-department\sys-department-list.vue", "Vue", 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 253
"e:\weichang\iot-web\src\views\system\sys-dict\components\sys-dict-item.vue", "Vue", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15, 173
"e:\weichang\iot-web\src\views\system\sys-dict\components\sys-dict.vue", "Vue", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 172
"e:\weichang\iot-web\src\views\system\sys-dict\sys-dict-item-list.vue", "Vue", 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 157
"e:\weichang\iot-web\src\views\system\sys-dict\sys-dict-list.vue", "Vue", 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 23, 278
"e:\weichang\iot-web\src\views\system\sys-menu\components\sys-menu.vue", "Vue", 0, 360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 385
"e:\weichang\iot-web\src\views\system\sys-menu\sys-menu-list.vue", "Vue", 0, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 269
"e:\weichang\iot-web\src\views\system\sys-operationlog\components\sys-operationlog.vue", "Vue", 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 199
"e:\weichang\iot-web\src\views\system\sys-operationlog\sys-operationlog-list.vue", "Vue", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 156
"e:\weichang\iot-web\src\views\system\sys-role\components\sys-role.vue", "Vue", 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 242
"e:\weichang\iot-web\src\views\system\sys-role\sys-role-list.vue", "Vue", 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 24, 372
"e:\weichang\iot-web\src\views\system\sys-role\sys-role-menu.vue", "Vue", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 173
"e:\weichang\iot-web\src\views\system\sys-user\components\sys-user-head.vue", "Vue", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 148
"e:\weichang\iot-web\src\views\system\sys-user\components\sys-user-password.vue", "Vue", 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 127
"e:\weichang\iot-web\src\views\system\sys-user\components\sys-user.vue", "Vue", 0, 347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 12, 397
"e:\weichang\iot-web\src\views\system\sys-user\sys-user-list.vue", "Vue", 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 17, 383
"e:\weichang\iot-web\src\views\table\device-list.vue", "Vue", 0, 1791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 54, 1866
"e:\weichang\iot-web\src\views\table\realTime-chart\components\BarChart.vue", "Vue", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 103
"e:\weichang\iot-web\src\views\table\realTime-chart\components\BoxCard.vue", "Vue", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 119
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartBlood.vue", "Vue", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 140
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartBodyTemp.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartHeart.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 121
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartOxygen.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 120
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartRoll.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 120
"e:\weichang\iot-web\src\views\table\realTime-chart\components\LineChartStep.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 120
"e:\weichang\iot-web\src\views\table\realTime-chart\components\PanelGroup.vue", "Vue", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 205
"e:\weichang\iot-web\src\views\table\realTime-chart\components\PieChart.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 80
"e:\weichang\iot-web\src\views\table\realTime-chart\components\RaddarChart.vue", "Vue", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 117
"e:\weichang\iot-web\src\views\table\realTime-chart\components\TodoList\Todo.vue", "Vue", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 82
"e:\weichang\iot-web\src\views\table\realTime-chart\components\TodoList\index.scss", "SCSS", 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 321
"e:\weichang\iot-web\src\views\table\realTime-chart\components\TodoList\index.vue", "Vue", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 128
"e:\weichang\iot-web\src\views\table\realTime-chart\components\TransactionTable.vue", "Vue", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"e:\weichang\iot-web\src\views\table\realTime-chart\components\mixins\resize.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 65
"e:\weichang\iot-web\src\views\table\realTime-chart\index.vue", "Vue", 0, 489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 21, 523
"e:\weichang\iot-web\src\views\table\runtime\components\LineChartAlarm.vue", "Vue", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 117
"e:\weichang\iot-web\src\views\table\runtime\components\PanelGroup.vue", "Vue", 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 226
"e:\weichang\iot-web\src\views\table\runtime\components\TransactionTable.vue", "Vue", 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 237
"e:\weichang\iot-web\src\views\table\runtime\components\mixins\resize.js", "JavaScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 65
"e:\weichang\iot-web\src\views\table\runtime\index.vue", "Vue", 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 244
"e:\weichang\iot-web\src\views\theme\index.vue", "Vue", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 119
"e:\weichang\iot-web\tests\unit\.eslintrc.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\weichang\iot-web\tests\unit\components\Hamburger.spec.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"e:\weichang\iot-web\tests\unit\components\SvgIcon.spec.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"e:\weichang\iot-web\tests\unit\utils\formatTime.spec.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"e:\weichang\iot-web\tests\unit\utils\param2Obj.spec.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"e:\weichang\iot-web\tests\unit\utils\parseTime.spec.js", "JavaScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"e:\weichang\iot-web\tests\unit\utils\validate.spec.js", "JavaScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"e:\weichang\iot-web\vue.config.js", "JavaScript", 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 8, 130
"Total", "-", 5831, 18633, 1229, 50, 54, 26, 529, 102, 59, 14, 9, 4, 1545, 2071, 30156
